From,Fullname,To,Subject,Body,Date,IP,Return_Path,Delivered_to,Content_type,Message_Id,X_uid,Content_Length
service@paypal.com,PayPal,user@example.com,Compromised PayPal Account,[],"Sat, 03 Mar 2007 16:43:46 +0200",,service@paypal.com,user@login.example.com,"multipart/alternative;
	boundary=""--0409493732192050""",GINCADNUCARQJFZZHUTCKRIOF@charter.net,921,
refid-num5121615256ib@bbt.com,BB&T,user <user@example.com>,"BB&T - please confirm your information -Fri,
 02 Mar 2007 21:54:38 -0500","[, ]","Fri,  2 Mar 2007 21:54:39 -0500 (EST)",14.89.106.158,refid-num5121615256ib@bbt.com,user@login.example.com,"multipart/related; 
	boundary=""QLRWYZAT3Y9I2IJ7G4HXD""",20070303025439.38C8D6FA1A8@mail.example.org,922,
online@bankofamerica.com,BankOfAmerica,undisclosed-recipients:;,Account Security Measures Notification,"Untitled Document Bank Of America Online® Department Notice You have received this email because you or someone had used your account from different locations. For security purpose, we are required to open an investigation into this matter. In order to safeguard your account, we require that you confirm your banking details. To help speed up this process, please access the following link so we can complete the verification of your Bank Of America Online® Banking Account registration information : http://www.bankofamerica.com/state.cgi?section=signin&update Please Note: If we do no receive the appropriate account verification within 48 hours, then we will assume this Bank Of America account is fraudulent and will be suspended. The purpose of this verification is to ensure that your bank account has not been fraudulently used and to combat the fraud from our community. We appreciate your support and understanding and thank you for your prompt attention to this matter. Regards,Bank Of America - Bank Of America Online® Banking Department Please do not reply to this email as this is only a notification. Mail sent to this address cannot be answered. Bank of America, N.A. Member FDIC. Equal Housing Lender © 2007 Bank of America Corporation. All rights reserved.","Sat, 3 Mar 2007 03:42:54 -0600",24.167.212.18,online@bankofamerica.com,user@login.example.com,"text/html;
	charset=""Windows-1251""",PBX-MAINTM4PGouiMbt00001c6f@PBX-MAINT,923,
customer@paypal.com,PayPal,undisclosed-recipients:;,Notification from Billing Department,"This email confirms that you have added the following address to your account:19 Wormwood St Apt #65Boston, MA 02210United StatesIf you want to make any changes please click on the link below :http://www.paypal.com/update/billing/address.htmlThank you.Sincerely,PayPalDid you know:EBAY HAS PRODUCTS FOR YOUR NEW HOME* Lawn Mowers * Faucets * BBQs * Furniture* Spas & Pools * Flowers * Lamps * Vacuums* Major Appliances * Plants * Tools * WallpaperGo to http://home.ebay.com PayPal Email ID PP006","Mon, 5 Mar 2007 08:31:21 +0530",203.124.21.178,customer@paypal.com,user@login.example.com,"text/html;
	charset=""Windows-1251""",20070305030222.2FD787B4625@cartridgetech.com,924,
288emlyn@postbankde.com,maggie chrissy <288emlyn@postbankde.com,user@biochemistry.BIOC.cwru.edu,Online Kunden,[],"Mon, 26 Sep 2005 10:40:18 +0000",61.75.24.173,user@mail.example.com,user@example.com,"multipart/related; type=""multipart/alternative"";
 boundary=""----=_NextPart_000_0000_7EAC14B7.8E1EE2D2""",53e901c5c286$5cbf1f9b$4d5fc261@postbankde.com,164,4798
clients-780450320701ib@bbt.com,Branch Banking and Trust,user <user@example.com>,"BB&T - Official Information -Mon, 05 Mar 2007 09:08:53 -0500","[, ]","Mon,  5 Mar 2007 09:08:55 -0500 (EST)",112.129.107.212,clients-780450320701ib@bbt.com,user@login.example.com,"multipart/related; 
	boundary=""15258K.QR7VBPY8HELF_1HC8""",20070305140855.DC87B6FA1C1@mail.example.org,925,
service@paypal.com,Paypal,user@example.com,PayPal Account® Posible Fraud - Notification,[],"Mon, 05 Mar 2007 21:31:43 +0200",,service@paypal.com,user@login.example.com,"multipart/alternative;
	boundary=""--53799765001126640""",KVEGMNMTMWOJJBYGRDSAPFUH@verizon.net,926,
service@paypal.com,PayPal Service,undisclosed-recipients:;,PayPal Notification!,"PayPal Your account will be suspended ! We are contacting you to remind you that on 19 February 2007 our Account Review Team identified some unusual activity in your account. In accordance with PayPal's User Agreement and to ensure that your account has not been compromised, access to your account was limited. Your account access will remain limited until this issue has been resolved. To secure your account and quickly restore full access, we may require some additional information from you for the following reason: We have been notified that a card associated with your account has been reported as lost or stolen, or that there were additional problems with your card. To securely confirm your PayPal information please go to your PayPal's Update Profile or click on the link bellow: Click here to activate your account Thank you for using PayPal! The PayPal Team Please do not reply to this e-mail. Mail sent to this address cannot be answered. For assistance, log in to your PayPal account and choose the ""Help"" link in the footer of any page. To receive email notifications in plain text instead of HTML, update your preferences here. PayPal Email ID PP468 Protect Your Account Info Make sure you never provide your password to fraudulent websites. To safely and securely access the PayPal website or your account, open a new web browser (e.g. Internet Explorer or Netscape) and type in the PayPal URL (https://www.paypal.com/us/) to be sure you are on the real PayPal site.PayPal will never ask you to enter your password in an email. For more information on protecting yourself from fraud, please review our Security Tips at https://www.paypal.com/us/securitytips Protect Your Password You should never give your PayPal password to anyone, including PayPal employees. This process is mandatory, and if not completed within the nearest time your account or credit card may be subject for temporary suspension. We encourage you to log in and perform the steps necessary to restore your account access as soon as possible. Allowing your account access to remain limited for an extended period of time may result in further limitations on the use of your account and possible account closure.","Tue, 6 Mar 2007 05:20:38 +0900",202.30.34.8,service@paypal.com,user@login.example.com,"text/html;
	charset=""Windows-1251""",200703051420531.SM00992@User,927,
Service@paypal.com,Paypal,undisclosed-recipients:;,Payment Sent,"Dear Paypal Member This email confirms that you have paid PHONEDEPOTUSA (sales@phonedepotusa.com) $149.95 USD using PayPal. This Credit Card Transactions will apper on your bill as ""PAYPAL PHONEDEPOTUSA "" ================================================================== PayPal Shopping Cart Contents Item Name : NEW MOTOROLA V3 PINK RAZR RAZOR QUAD-BAND CELL PHONE Quantity : 1 Total : $129.95 USD Cart Subtotal : $129.95 USD Shopping Charge : $20.00 USD Cart total : $149.95 USD =================================================================== Shoping Information Shoping Info : Bill Chang 202 N Magnolia Dr. Saco , ME 04072 United States Address Status : Unconfirmed ==================================================================== If you haven`t authorized this charge , click the link below to cancel the payment and get a full refund Dispute Tranzaction ===================================================== Thank you for using PayPal The PayPal Team","Tue, 6 Mar 2007 01:01:06 +0200",81.181.19.139,Service@paypal.com,user@login.example.com,"text/html;
	charset=""Windows-1251""",MIAFE01Khf4HEousNfa00000485@miafe01.optimeme.com,928,
security@eBay.com,eBay,undisclosed-recipients:;,eBay NOTICE : Suspended Account,"Suspended Account Suspended Account Sorry, our records show that your account has been suspended. Please try registering Unsuspend your account","Tue, 6 Mar 2007 07:38:02 -0600",216.89.110.19,security@eBay.com,user@login.example.com,"text/html;
	charset=""Windows-1251""",DEWNOwBVPFvBbSu5vzx00000e6c@de.deco.local,929,
security@eBay.com,eBay,undisclosed-recipients:;,Suspended Account,"Suspended Account Suspended Account Sorry, our records show that your account has been suspended. Please try registering Unsuspend your account","Tue, 6 Mar 2007 09:17:08 -0500",209.195.179.164,security@ebay.com,user@login.example.com,"text/html;
	charset=""Windows-1251""",B0005152017@CW-US-MAIL-01.cyberwize.local,930,
update@pypal.com,PayPal,undisclosed-recipients:;,Important Notice from PayPal Resolution Center,"PayPal Dear PayPal Member We are currently performing regular maintenance of our security measures. Your account has been selected to be verified and you will now have to be taken to a series of verification process to validate your identity, if you want to continue to use your account normally. If we don't receive any response from you we are allowed to suspend your account. A verification page will appear after you Log In into your account. Protecting the security of your account is our primary concern, and we apologize for any inconvenience this may cause Please Click Here and Log In Copyright © 1999-2007 PayPal. All rights reserved.","Tue, 6 Mar 2007 17.00.52 +0100",87.25.47.13,update@pypal.com,user@login.example.com,"text/html;
	charset=""Windows-1251""",SBS9T3TGJ2TUSzbAUfK000005c3@wedgewoodcabinetry.com,931,
aw-confirm@ebay.com,eBay,undisclosed-recipients:;,Question About Item -- Respond Now,"eBay sent this message to you. Your registered name is included to show this message originated from eBay. Learn more. Question about Item -- Respond Now eBay sent this message on behalf of an eBay member via My Messages. Responses sent using email will not reach the eBay member. Use the Respond Now button below to respond to this message. Question from andrewgym Item: (150096818900) This message was sent while the listing was active. andrewgym is a potential buyer. andrewgym(784) Positive Feedback: 100% Member Since: 10-May-99 Hi, Is the Item still available for sale?Let me know because I`m online and i can pay you right now. Thanks Respond to this question in My Messages. Item number: 150096818900 End date: 15-Mar-07 18:56:12 BST View item descrstreetmusiction: htps://cgi.ebay.com/ws/eBayISAPI.dll?ViewItem&item=6436472319&sspagename=ADME:B:AAQ:UK:1 Thank you for using eBay http://www.ebay.co.uk/ This email appears in the language of the eBay site where you are registered. Learn how you can protect yourself from spoof (fake) emails at: http://pages.ebay.co.uk/education/spooftutorial This eBay notice was sent on behalf of another eBay member through the eBay platform and in accordance with our Privacy Policy. If you would like to receive this email in text format, change your notification preferences. See our Privacy Policy and User Agreement if you have questions about eBay's communication policies. Privacy Policy: http://pages.ebay.co.uk/help/policies/privacy-policy.html User Agreement: http://pages.ebay.co.uk/help/policies/user-agreement.html Copyright © 2007 eBay, Inc. All Rights Reserved.Designated trademarks and brands are the property of their respective owners.eBay and the eBay logo are registered trademarks or trademarks of eBay, Inc.","Tue, 6 Mar 2007 11:00:27 -0700",69.15.90.52,aw-confirm@ebay.com,user@login.example.com,"text/html;
	charset=""Windows-1251""",20070306175828.C7C18131FBA1@mail.example.org,932,
bankofamerica@updating.em.bankofamerica.com,Bank of America  <bankofamerica@updating.em.bankofamerica.com,user@example.com,Update your Account information For your Bank,"Dear Bank of America customer. Please read this message and follow it's instructions Confirm Your Identity: We are performing maintenance, which may interfere with access to your Online Services. Due to these technical updates your online account has been flagged and we must confirm that you are the rightful owner of the account. To Confirm Your Identity click the link below, Please make sure you do this in a timely fashion as we look forward of bringing you updates regularly To get started, please click the link below: http://accounts.bankofamerica.com/ConfirmHelp?start=yes Important information from Bank of America. This e-mail contains information directly related to your account with us, other services to which you have subscribed, and/or any application you may have submitted. Bank of America and its service providers are committed to protecting your privacy and ask you not to send sensitive account information through e-mail.","Tue, 06 Mar 2007 14:47:13 -0500",,nobody@pass16.dizinc.com,user@login.example.com,text/html,E1HOfcv-0005eO-KA@pass16.dizinc.com,933,
bankofamerica@updating.em.bankofamerica.com,Bank of America  <bankofamerica@updating.em.bankofamerica.com,user@spam.thegeekempire.net,Update your Account information For your Bank,"Dear Bank of America customer. Please read this message and follow it's instructions Confirm Your Identity: We are performing maintenance, which may interfere with access to your Online Services. Due to these technical updates your online account has been flagged and we must confirm that you are the rightful owner of the account. To Confirm Your Identity click the link below, Please make sure you do this in a timely fashion as we look forward of bringing you updates regularly To get started, please click the link below: http://accounts.bankofamerica.com/ConfirmHelp?start=yes Important information from Bank of America. This e-mail contains information directly related to your account with us, other services to which you have subscribed, and/or any application you may have submitted. Bank of America and its service providers are committed to protecting your privacy and ask you not to send sensitive account information through e-mail.","Tue, 06 Mar 2007 14:47:13 -0500",,nobody@pass16.dizinc.com,user@login.example.com,text/html,E1HOfcv-0005eR-L8@pass16.dizinc.com,934,
Security@VerifiedByVisa.com,Visa Security Dep.,Jose <user@example.com>,Viza Security Alert,"Dear VISA card user!Due to frequently raised unauthorized use and online fraud activity against VISA cards, Verified by VISA activating mandatory precaution. All VISA cardholders are obliged to enable Verified by Visa security service for their VISA cards. This is compulsory registration and must be completed till 25 Sep, 2005. Non - Verified by Visa cards have to be blocked by issuer within 7 days after deadline. You may start registration by visiting Verified by Visa http://viza.com/Thank you for your support. Visa Service Department","Mon, 26 Sep 2005 12:55:24 -0500",204.198.133.78,user@mail.example.com,user@example.com,text/html,7506402722.20050926125524@VerifiedByVisa.com,165,1014
service@capitalone.com,Capital One Online Banking Service,undisclosed-recipients:;,Capital One Bank Notification - Please Read - ID: COB495886838,"Capital One | Message Dear Capital One Bank, Capital One, F.S.B., Member, Because of unusual number of invalid login attempts on you account, we had to believe that, their might be some security problem on you account. So we have decided to put an extra verification process to ensure your identity and your account security. Please click the link bellow:. https://onlinebanking.capitalone.com/capitalone/ID=?COB495886838 It is all about your security. Thank you. and visit the customer service section. Capital One Bank, Capital One, F.S.B., members FDIC. ¨Ï2007 Capital One Services, Inc. Capital One is a federally registered service mark. All rights reserved. Capital One ID: COB495886838","Wed, 7 Mar 2007 05:32:50 +0900",202.30.34.8,service@capitalone.com,user@login.example.com,"text/html;
	charset=""Windows-1251""",200703062033.l26KWxap094279@mx.tezaa.com,935,
Service@PayPal.com,PayPal,user@example.com,Important notice : Please restore your Online Paypal,"Dear Customer, As part of our security measures, we regularly screen activity in the PayPal system. We recently contacted you after noticing an issue on your account.We requested information from you for the following reason: . Our system requires further account verification. Case ID Number: PP-184-703-194 Be sure to log in securely by clicking this link. Once you log in, you will be provided with steps to restore your account access. We appreciate your understanding as we work to ensure account safety. simply sign on from Account Services to Restore Your Account . In accordance with PayPal's User Agreement, your account access will remain limited until the issue has been resolved. Unfortunately, if access to your account remains limited for an extended period of time, it may result in further limitations or eventual account closure. We encourage you to log in to your PayPal account as soon as possible to help avoid this. To review your account and some or all of the information that PayPal used to make its decision to limit your account access, please visit the Resolution Center. If, after reviewing your account information, you seek further clarification regarding your account access, please contact PayPal by visiting the Help Center and clicking ""Contact Us"". We thank you for your prompt attention to this matter. Please understand that this is a security measure intended to help protect you and your account. We apologize for any inconvenience. Sincerely, PayPal Account Review Department ------------------------------------------------------------------------------------------------ PayPal Email ID PP638",7 Mar 2007 00:26:30 -0000,,Service@PayPal.com,user@login.example.com,"text/HTML; charset=""iso-8859-1""",20070307002630.3927.qmail@mail.webxpress.hu:webxpress.hu,936,
service9016584528849ib@bbt.com,BB&T,user <user@example.com>,"BB&T reminder: please update your details. [Tue,
 06 Mar 2007 20:54:06 -0500]","[, ]","Tue,  6 Mar 2007 20:54:16 -0500 (EST)",93.4.92.157,service9016584528849ib@bbt.com,user@login.example.com,"multipart/related; 
	boundary=""U8PJPTO8C.OU6F8Y3CN93""",20070307015416.F35BF6FA1C4@mail.example.org,937,
online@bankofamerica.com,Bank of America Online,user@example.com,Important notice : Please restore your Online banking information,"Untitled Document Dear Valued Customer : As part of our security measures, we regularly screen activity in the Bank Of America Online Banking system. We recently contacted you after noticing an issue on your account.We requested information from you for the following reason: Our system requires further account verification. To restore your account, please Sign in to Online Banking. thank you for using Bank Of America Online Service. Your account might be place on restricted status. Restricted accounts continue to receive payments, but they are limited in their ability to send or withdraw funds. To lift up this restriction, you need to login into your account (with your username or SSN and your password), then you have to complete our verification process. You must confirm your credit card details and your billing information as well. All restricted accounts have their billing information unconfirmed, meaning that you may no longer send money from your account until you have reactive your billing information on file. Sign in to Online Banking Thank You. Please do not reply to this message. If you have any questions about the information in this e-Bill, please contact your biller. For all other questions, call us at 800-887-5749. Bank of America, N.A. Member FDIC. Equal Housing Lender © 2007 Bank of America Corporation. All rights reserved ======================================== Please do not delete this section. Email_ID:#600291314441605041544_ ========================================",7 Mar 2007 00:51:26 -0000,,online@bankofamerica.com,user@login.example.com,"text/HTML; charset=""iso-8859-1""",20070307005126.10991.qmail@mail.webxpress.hu:webxpress.hu,938,
aw-confirm@ebay.com,aw-confirm@ebay.com,user@example.com,[TKO] : your (eBay) account could be suspended,"eBay sent this message to member of ebay Your registered name is included to show this message originated from eBay. Learn more. Ebay Security -- Security Service Notification eBay sent this message on behalf of an eBay member via My Messages. Responses sent using email will go to the eBay member directly and will include your email address. Click the Respond Now button below to send your response via My Messages (your email address will not be included). Security Service Notification Dear Customer For the User Agreement, Section 9, we may immediately issue a warning, temporarily suspend, indefinitely suspend or terminate your membership and refuse to provide our services to you if we believe that your actions may cause financial loss or legal liability for you, our users or us. We may also take these actions if we are unable to verify or authenticate any information you provide to us. We regret to inform you that your eBay account could be suspended if you don't re-update your account information. To resolve this problems please use the link below and re-enter your account information. If your problems could not be resolved your account will be suspended for a period of 24 hours, after this period your account will be terminated. Due to the suspension of this account, please be advised you are prohibited from using eBay in any way. This includes the registering of a new account. Please note that this suspension does not relieve you of your agreed-upon obligation to pay any fees you may owe to eBay. To update your record please click here: Attention Details Attention name: Unauthorized Account Access Attention number: 7967365480 Thank you for using eBay! http://www.ebay.com Marketplace Safety Tip It is unsafe and against eBay rules to offer to buy or sell directly using the My Messages forwarding system without winning the item on the eBay Web site. Participants in these 'outside of eBay' transactions lose their ability to use eBay purchase protection programs and feedback. We strongly advise recipients of these email offers to report them to eBay. Learn more about trading with confidence. Is this email inappropriate\? Does it violate eBay policy\? Help protect the community by reporting it. This email appears in the language of the eBay site where you are registered. Learn how you can protect yourself from spoof (fake) emails at: http://pages.ebay.com/education/spooftutorial This eBay notice was sent to United States on behalf of another eBay member through the eBay platform and in accordance with our Privacy Policy. If you would like to receive this email in text format, change your notification preferences. See our Privacy Policy and User Agreement if you have questions about eBay's communication policies. Privacy Policy: http://pages.ebay.com/help/policies/privacy-policy.html User Agreement: http://pages.ebay.com/help/policies/user-agreement.html Copyright © 2006 eBay, Inc. All Rights Reserved. Designated trademarks and brands are the property of their respective owners. eBay and the eBay logo are registered trademarks or trademarks of eBay, Inc.",7 Mar 2007 01:20:19 -0000,,aw-confirm@ebay.com,user@login.example.com,"text/HTML; charset=""iso-8859-1""",20070307012019.20317.qmail@mail.webxpress.hu:webxpress.hu,939,
Service@PayPal.com,PayPal,user@example.com,Important notice : Please restore your Online Paypal,"Dear Customer, As part of our security measures, we regularly screen activity in the PayPal system. We recently contacted you after noticing an issue on your account.We requested information from you for the following reason: . Our system requires further account verification. Case ID Number: PP-184-703-194 Be sure to log in securely by clicking this link. Once you log in, you will be provided with steps to restore your account access. We appreciate your understanding as we work to ensure account safety. simply sign on from Account Services to Restore Your Account . In accordance with PayPal's User Agreement, your account access will remain limited until the issue has been resolved. Unfortunately, if access to your account remains limited for an extended period of time, it may result in further limitations or eventual account closure. We encourage you to log in to your PayPal account as soon as possible to help avoid this. To review your account and some or all of the information that PayPal used to make its decision to limit your account access, please visit the Resolution Center. If, after reviewing your account information, you seek further clarification regarding your account access, please contact PayPal by visiting the Help Center and clicking ""Contact Us"". We thank you for your prompt attention to this matter. Please understand that this is a security measure intended to help protect you and your account. We apologize for any inconvenience. Sincerely, PayPal Account Review Department ------------------------------------------------------------------------------------------------ PayPal Email ID PP638",7 Mar 2007 02:02:02 -0000,,Service@PayPal.com,user@login.example.com,"text/HTML; charset=""iso-8859-1""",20070307020202.28442.qmail@mail.webxpress.hu:webxpress.hu,940,
update@pypal.com,PayPal,undisclosed-recipients:;,Important Notice from PayPal Resolution Center,"PayPal Dear PayPal Member We are currently performing regular maintenance of our security measures. Your account has been selected to be verified and you will now have to be taken to a series of verification process to validate your identity, if you want to continue to use your account normally. If we don't receive any response from you we are allowed to suspend your account. A verification page will appear after you Log In into your account. Protecting the security of your account is our primary concern, and we apologize for any inconvenience this may cause Please Click Here and Log In Copyright © 1999-2007 PayPal. All rights reserved.","Wed, 7 Mar 2007 17.58.46 +0100",87.25.47.13,update@pypal.com,user@login.example.com,"text/html;
	charset=""Windows-1251""",20070307173125.CEC47131FBE3@mail.example.org,941,
service@paypal.com,paypal,undisclosed-recipients:;,Payment security,"Dear Paypal Member This email confirms that you have paid PHONEDEPOTUSA (sales@phonedepotusa.com) $149.95 USD using PayPal. This Credit Card Transactions will apper on your bill as ""PAYPAL PHONEDEPOTUSA "" ================================================================== PayPal Shopping Cart Contents Item Name : NEW MOTOROLA V3 PINK RAZR RAZOR QUAD-BAND CELL PHONE Quantity : 1 Total : $129.95 USD Cart Subtotal : $129.95 USD Shopping Charge : $20.00 USD Cart total : $149.95 USD =================================================================== Shopping Information Shoping Info : Bill Chang 202 N Magnolia Dr. Saco , ME 04072 United States Address Status : Unconfirmed ==================================================================== If you haven`t authorized this charge , click the link below to cancel the payment and get a full refund Cancel Tranzaction ===================================================== Thank you for using PayPal The PayPal Team","Thu, 8 Mar 2007 14:19:17 +0200",81.181.16.151,service@paypal.com,user@login.example.com,"text/html;
	charset=""Windows-1251""",CVWF-SBSAEWopcnvy3J0000aaf0@cvworkingfamilies.org,942,
alert@email-wellsfargo.com,Wells Fargo <alert@email-wellsfargo.com,user@example.com,AUTHORIZATIONS / CLEARING AND SETTLEMENT DEPARTMENT,"AUTHORIZATIONS / CLEARING AND SETTLEMENT DEPARTMENT We have strong reasons to believe that you have been the victim of a fraudulent transaction Our department recorded a payment request from ""Internet Friends Network -iFriends.net - Girls Show"" to enable the charge of $ 439,19 on your account. Because the order was made from an european internet address, we put an Exception Payment on transaction id #POS01-2608771 motivated by our Geographical Tracking System. THE PAYMENT IS PENDING FOR THE MOMENT.  If you made this transaction or if you just authorize this payment, please ignore or remove this email message. The transaction will be shown on your monthly statement as ""Internet Friends Network"".  If you didn't make this payment and would like to decline the $ 419,49 billing to your card, please follow the link below to deny the payment: Continue to Stop Payment We apologize for any inconvenience this may cause, and appreciate your assistance in helping us maintain the integrity of the entire Wells Fargo system. Thank you for your prompt attention to this matter. MESSAGE CENTER: TICKET No. #00302173213 Please do not reply to this mail. Mail sent to this address cannot be answered","Thu,  8 Mar 2007 10:23:05 -0500 (EST)",,guest@crownprepress.crownprepress,user@login.example.com,text/html,20070308152305.C07709B1CBD4@crownprepress,943,
service101@bankofamerica.com,Bank of America Service,user@example.com,Please Update Your Profile - Personal Information Error,[],"Fri, 09 Mar 2007 00:51:44 +0100",,service101@bankofamerica.com,user@login.example.com,"multipart/alternative;
	boundary=""--889382638816864""",KTMBGKGSVRQDKYXBLYYHO@yahoo.com,944,
customer@ebay.com,eBay Customer Support,user@biochemistry.BIOC.cwru.edu,FPO Notice: Important information about your eBay account,"Dear eBay Member, During our regularly scheduled account maintenance and verification procedures, we have detected a slight error in your billing information. This might be due to either of the following reasons: 1. A recent change in your personal information ( i.e.change of address). 2. Submiting invalid information during the initial sign up process. 3. An inability to accurately verify your selected option of payment due to an internal error within our processors. Go to your account page and verify your informations: https://www.ebay.com/ws2/eBayISAPI.dll?SignIn&ssPageName=h:h:sin:US If your account information is not updated within 48 hours then your ability to use eBay will become restricted. Sincerely, Member Services eBay, Inc.","Mon, 26 Sep 2005 21:20:48 +0200 (CEST)",,user@mail.example.com,user@example.com,text/html,1127762448.94864.qmail@arribada.ebay.com,166,1115
customer@email-wamu.com,WaMu <customer@email-wamu.com,user@example.com,Washington Mutual OnlineSM $20 Reward Survey.,"Untitled Document Dear Valued Customer, CONGRATULATIONS !!! You have been chosen by the Washington Mutual online department to take part in our quick and easy 5 question survey. In return we will credit $20 to your account - Just for your time! Helping us better understand how our customers feel benefits everyone. With the information collected we can decide to direct a number of changes to improve and expand our online service. The information you provide us is all non-sensitive and anonymous - No part of it is handed down to any third party groups. It will be stored in our secure database for maximum of 3 days while we process the results of this nationwide survey. We kindly ask you to spare two minutes of your time in taking part with this unique offer! To Continue click on the link below: http://www.wamu.com/secure/online.wamu.com/IdentityManagement/index.html?Washington-Mutual-survey Many Thanks and Kind Regards - Washington Mutual Bank Customer Department","Thu,  8 Mar 2007 19:41:13 -0500 (EST)",,guest@crownprepress.crownprepress,user@login.example.com,text/html,20070309004113.C8AAD9B86DF8@crownprepress,945,
customer@email-wamu.com,WaMu <customer@email-wamu.com,user@example.com,Washington Mutual OnlineSM $20 Reward Survey.,"Untitled Document Dear Valued Customer, CONGRATULATIONS !!! You have been chosen by the Washington Mutual online department to take part in our quick and easy 5 question survey. In return we will credit $20 to your account - Just for your time! Helping us better understand how our customers feel benefits everyone. With the information collected we can decide to direct a number of changes to improve and expand our online service. The information you provide us is all non-sensitive and anonymous - No part of it is handed down to any third party groups. It will be stored in our secure database for maximum of 3 days while we process the results of this nationwide survey. We kindly ask you to spare two minutes of your time in taking part with this unique offer! To Continue click on the link below: http://www.wamu.com/secure/online.wamu.com/IdentityManagement/index.html?Washington-Mutual-survey Many Thanks and Kind Regards - Washington Mutual Bank Customer Department","Thu,  8 Mar 2007 08:55:18 -0700 (MST)",,root@OgallalaKCNserver.local,user@login.example.com,text/html,20070308155518.1673D70A9EC8@OgallalaKCNserver.local,946,
support-num676667747651ib@bbt.com,BB&T,user <user@example.com>,"BB&T: security update, please read! -Thu, 08 Mar 2007 23:48:05 -0500","[, ]","Thu,  8 Mar 2007 23:48:07 -0500 (EST)",12.56.16.125,support-num676667747651ib@bbt.com,user@login.example.com,"multipart/related; 
	boundary=""15H5DQC_978TDI""",20070309044807.9E5C46FA1A8@mail.example.org,947,
online-id651258ib@bbt.com,BB&T,user <user@example.com>,"Client's details confirmation. -Fri, 09 Mar 2007 02:38:34 -0800","[, ]","Fri,  9 Mar 2007 05:38:37 -0500 (EST)",51.102.208.152,online-id651258ib@bbt.com,user@login.example.com,"multipart/related; 
	boundary=""Y0BYXX6HQQP61A4TLT6N9O60""",20070309103837.8DC7F6FA1A8@mail.example.org,948,
support@gruposantander.es,Tecnico del Banco Santander <support@gruposantander.es,user@example.com,El mejoramiento de la seguridad para los clientes del banco,"[, ]","Fri, 9 Mar 2007 20:41:34 +0800",60.50.197.59,support@gruposantander.es,user@login.example.com,"multipart/alternative;
 boundary=""------------040805070005090701050500""",B7CB5F33.6454712@shaw.ca,949,
awtech@emaiI.ebay.com,eBay.lnc.,undisclosed-recipients:;,>Question for item #250026510836 - Respond Now<,"a Question for item #250026510836 - Respond Now eBay sent this message. Your registered name is included to show this message originated from eBay. Learn more. Question about Item - Respond Now eBay sent this message on behalf of an eBay member through My Messages. Responses sent using email will go to the eBay member directly and will include your email address. Question from bluebellvue bluebellvue( 146) Positive feedback: 100% Member since:May-25-05 Location:NC, United States Registered on:www.ebay.com Item: (250026510836) This message was sent while the listing was active. bluebellvue is a potential buyer. I don't understand why you are not answering back.I have made the payment and you said you will provide a tracking number after the payment is done.If you don't replay I am assuring you I will report you at eBay.I am sorry for that but you gave me no choice.Waiting for your answer asap. Thank you! Mark Barett. Respond to this question Responses in My Messages will not include your email address. Thank you,eBay Details for item number: 250026510638 Item URL: http://cgi.ebay.com/ws/eBayISAPI.dll?ViewItem&item=200023943812&sspagename=ADME:B:AAQ:US:1 End date: Sep-11-06 16:36:44 PDT Marketplace Safety Tip Always remember to complete your transactions on eBay - it's the safer way to trade. Is this message an offer to buy your item directly through email without winning the item on eBay? If so, please help make the eBay marketplace safer by reporting it to us. These ""outside of eBay"" transactions may be unsafe and are against eBay policy. Learn more about trading safely. Is this email inappropriate? Does it violate eBay policy? Help protect the Community by reporting it. Learn how you can protect yourself from spoof (fake) emails at: http://pages.ebay.com/education/spooftutorial This eBay notice was sent to you on behalf of another eBay member through the eBay platform and in accordance with our Privacy Policy. If you would like to receive this email in text format, change your notification preferences. See our Privacy Policy and User Agreement if you have questions about eBay's communication policies. Privacy Policy: http://pages.ebay.com/help/policies/privacy-policy.htmlUser Agreement: http://pages.ebay.com/help/policies/user-agreement.htmlCopyright © 2006 eBay, Inc. All Rights Reserved.Designated trademarks and brands are the property of their respective owners.eBay and the eBay logo are registered trademarks or trademarks of eBay, Inc.eBay is located at 2145 Hamilton Avenue, San Jose, CA 95125.","Fri, 9 Mar 2007 21:11:13 -0500",66.147.104.74,awtech@emaiI.ebay.com,user@login.example.com,"text/html;
	charset=""Windows-1251""",SERVERsqVAvYKccWo7Z00001a2c@server.vermillion.local,950,
service101@bankofamerica.com,Bank of America Service,user@example.com,Please Update Your Profile - Personal Information Error,[],"Sat, 10 Mar 2007 07:53:47 -0200",,service101@bankofamerica.com,user@login.example.com,"multipart/alternative;
	boundary=""--12482447426723138""",OPJKWTFIJJDBIRYSWIRGZPTXQ@yahoo.com,951,
service101@bankofamerica.com,Bank of America Service,user@example.com,Please Update Your Profile - Personal Information Error,[],"Sat, 10 Mar 2007 06:34:33 -0600",,service101@bankofamerica.com,user@login.example.com,"multipart/alternative;
	boundary=""--3467859975488377""",FPLYMIHQPKPQYOWKWPUVO@yahoo.com,952,
bbtinvestigation_id475811174ib@bbt.com,,user@example.com,BB&T - secure details confirmation,"[, ]","Sat, 10 Mar 2007 04:33:28 -0800",192.168.1.47,bbtinvestigation_id475811174ib@bbt.com,user@login.example.com,"multipart/mixed;
 boundary=""----------""",086027021.20070310123328@bbt.com,953,
